Date,Component,Type,Event,Event ID
2025-12-03 17:55:52,sflib,STATUS,"Fetching (GET): https://crt.sh/?q=%25.zeroshield.ai&output=json (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1106
2025-12-03 17:55:52,sfp__stor_db,DEBUG,Storing an event: DOMAIN_NAME,1107
2025-12-03 17:55:53,sflib,STATUS,Fetched https://crt.sh/?q=%25.zeroshield.ai&output=json (8186 bytes in 1.2697162628173828s),1108
2025-12-03 17:55:53,sfp_dnsbrute,DEBUG,"Received event, INTERNET_NAME, from SpiderFoot UI",1109
2025-12-03 17:55:53,sfp_dnsbrute,DEBUG,Iterating through possible sub-domains.,1110
2025-12-03 17:55:53,sflib,ERROR,"Failed to connect to https://www.threatcrowd.org/searchApi/v2/domain/report/?domain=zeroshield.ai: HTTPSConnectionPool(host='www.threatcrowd.org', port=443): Max retries exceeded with url: /searchApi/v2/domain/report/?domain=zeroshield.ai (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.threatcrowd.org'. (_ssl.c:1006)"")))",1111
2025-12-03 17:55:53,sfp_threatcrowd,STATUS,No ThreatCrowd info found for zeroshield.ai,1112
2025-12-03 17:55:53,sfp_dnscommonsrv,DEBUG,"Received event, INTERNET_NAME, from SpiderFoot UI",1113
2025-12-03 17:55:53,sfp_dnscommonsrv,DEBUG,Iterating through possible SRV records.,1114
2025-12-03 17:55:53,sfp_dnsresolve,DEBUG,"Received event, INTERNET_NAME, from SpiderFoot UI",1115
2025-12-03 17:55:53,sfp_dnsresolve,DEBUG,Found host: zeroshield.ai,1116
2025-12-03 17:55:53,sfp_dnsresolve,DEBUG,Found host: 104.21.27.150,1117
2025-12-03 17:55:53,sfp_dnsresolve,DEBUG,Found host: 172.67.142.243,1118
2025-12-03 17:55:53,sfp_s3bucket,DEBUG,"Received event, DOMAIN_NAME, from SpiderFoot UI",1119
2025-12-03 17:55:53,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['a.zeroshield.ai', 'acceptatie.zeroshield.ai', 'access.zeroshield.ai', 'accounting.zeroshield.ai']",1120
2025-12-03 17:55:53,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldai.s3.amazonaws.com,1121
2025-12-03 17:55:53,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaitest.s3.amazonaws.com,1122
2025-12-03 17:55:53,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaidev.s3.amazonaws.com,1123
2025-12-03 17:55:53,sfp__stor_db,DEBUG,Storing an event: DOMAIN_WHOIS,1124
2025-12-03 17:55:53,sfp__stor_db,DEBUG,Storing an event: DOMAIN_NAME,1125
2025-12-03 17:55:54,sfp__stor_db,DEBUG,Storing an event: IP_ADDRESS,1126
2025-12-03 17:55:54,sfp__stor_db,DEBUG,Storing an event: IP_ADDRESS,1127
2025-12-03 17:55:54,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['ad.zeroshield.ai', 'adm.zeroshield.ai', 'admin.zeroshield.ai', 'administrator.zeroshield.ai']",1128
2025-12-03 17:55:54,sfp_crt,STATUS,Retrieving 22 certificates ...,1129
2025-12-03 17:55:54,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21613667209 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1130
2025-12-03 17:55:54,sfp__stor_db,DEBUG,Storing an event: RAW_RIR_DATA,1131
2025-12-03 17:55:54,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['adserver.zeroshield.ai', 'affiliate.zeroshield.ai', 'affiliates.zeroshield.ai', 'agenda.zeroshield.ai']",1132
2025-12-03 17:55:54,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['alumni.zeroshield.ai', 'analytics.zeroshield.ai', 'ann.zeroshield.ai', 'api.zeroshield.ai']",1133
2025-12-03 17:55:55,sflib,STATUS,Fetched https://zeroshieldaitest.s3.amazonaws.com (306 bytes in 1.176835536956787s),1134
2025-12-03 17:55:55,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['app.zeroshield.ai', 'apps.zeroshield.ai', 'ar.zeroshield.ai', 'archive.zeroshield.ai']",1135
2025-12-03 17:55:55,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaitest.s3.amazonaws.com,1136
2025-12-03 17:55:55,sflib,STATUS,Fetched https://zeroshieldaidev.s3.amazonaws.com (305 bytes in 1.2342545986175537s),1137
2025-12-03 17:55:55,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaidev.s3.amazonaws.com,1138
2025-12-03 17:55:55,sflib,STATUS,Fetched https://crt.sh/?d=21613667209 (1009 bytes in 1.0712807178497314s),1139
2025-12-03 17:55:55,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['assets.zeroshield.ai', 'atlas.zeroshield.ai', 'auth.zeroshield.ai', 'auto.zeroshield.ai']",1140
2025-12-03 17:55:55,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['autodiscover.zeroshield.ai', 'av.zeroshield.ai', 'ayuda.zeroshield.ai', 'b.zeroshield.ai']",1141
2025-12-03 17:55:55,sflib,STATUS,Fetched https://zeroshieldai.s3.amazonaws.com (302 bytes in 1.7928667068481445s),1142
2025-12-03 17:55:55,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldai.s3.amazonaws.com,1143
2025-12-03 17:55:55,sflib,ERROR,Error processing date in certificate: Invalid format string,1144
2025-12-03 17:55:55,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21754762380 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1145
2025-12-03 17:55:55,sfp_dnsbrute,STATUS,Found a brute-forced host: autodiscover.zeroshield.ai,1146
2025-12-03 17:55:55,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['backup.zeroshield.ai', 'backups.zeroshield.ai', 'banner.zeroshield.ai', 'barracuda.zeroshield.ai']",1147
2025-12-03 17:55:56,sfp__stor_db,DEBUG,Storing an event: SSL_CERTIFICATE_RAW,1148
2025-12-03 17:55:56,sfp__stor_db,DEBUG,Storing an event: INTERNET_NAME,1149
2025-12-03 17:55:56,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['bbs.zeroshield.ai', 'beta.zeroshield.ai', 'biblioteca.zeroshield.ai', 'billing.zeroshield.ai']",1150
2025-12-03 17:55:56,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaiweb.s3.amazonaws.com,1151
2025-12-03 17:55:56,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaibeta.s3.amazonaws.com,1152
2025-12-03 17:55:56,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaibucket.s3.amazonaws.com,1153
2025-12-03 17:55:56,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['blog.zeroshield.ai', 'blogs.zeroshield.ai', 'board.zeroshield.ai', 'book.zeroshield.ai']",1154
2025-12-03 17:55:56,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['bookings.zeroshield.ai', 'broadcast-ip.zeroshield.ai', 'bsd.zeroshield.ai', 'bt.zeroshield.ai']",1155
2025-12-03 17:55:56,sflib,STATUS,Fetched https://crt.sh/?d=21754762380 (1350 bytes in 0.9521787166595459s),1156
2025-12-03 17:55:56,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['bugs.zeroshield.ai', 'business.zeroshield.ai', 'c.zeroshield.ai', 'ca.zeroshield.ai']",1157
2025-12-03 17:55:57,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['cacti.zeroshield.ai', 'cal.zeroshield.ai', 'calendar.zeroshield.ai', 'cam.zeroshield.ai']",1158
2025-12-03 17:55:57,sflib,STATUS,Fetched https://zeroshieldaiweb.s3.amazonaws.com (325 bytes in 1.0834484100341797s),1159
2025-12-03 17:55:57,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaiweb.s3.amazonaws.com,1160
2025-12-03 17:55:57,sflib,STATUS,Fetched https://zeroshieldaibeta.s3.amazonaws.com (318 bytes in 1.1293692588806152s),1161
2025-12-03 17:55:57,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaibeta.s3.amazonaws.com,1162
2025-12-03 17:55:57,sflib,ERROR,Error processing date in certificate: Invalid format string,1163
2025-12-03 17:55:57,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21572953877 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1164
2025-12-03 17:55:57,sflib,STATUS,Fetched https://zeroshieldaibucket.s3.amazonaws.com (308 bytes in 1.1570839881896973s),1165
2025-12-03 17:55:57,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaibucket.s3.amazonaws.com,1166
2025-12-03 17:55:57,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['cart.zeroshield.ai', 'cas.zeroshield.ai', 'catalog.zeroshield.ai', 'catalogo.zeroshield.ai']",1167
2025-12-03 17:55:57,sfp__stor_db,DEBUG,Storing an event: SSL_CERTIFICATE_RAW,1168
2025-12-03 17:55:57,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaispace.s3.amazonaws.com,1169
2025-12-03 17:55:57,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaifiles.s3.amazonaws.com,1170
2025-12-03 17:55:57,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaicontent.s3.amazonaws.com,1171
2025-12-03 17:55:57,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['cc.zeroshield.ai', 'cctv.zeroshield.ai', 'cdn.zeroshield.ai', 'cdn1.zeroshield.ai']",1172
2025-12-03 17:55:58,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['chat.zeroshield.ai', 'chimera.zeroshield.ai', 'chronos.zeroshield.ai', 'ci.zeroshield.ai']",1173
2025-12-03 17:55:58,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['citrix.zeroshield.ai', 'classroom.zeroshield.ai', 'client.zeroshield.ai', 'clientes.zeroshield.ai']",1174
2025-12-03 17:55:58,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['cloud.zeroshield.ai', 'cloudflare-resolve-to.zeroshield.ai', 'club.zeroshield.ai', 'cms.zeroshield.ai']",1175
2025-12-03 17:55:58,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['co.zeroshield.ai', 'community.zeroshield.ai', 'conference.zeroshield.ai', 'config.zeroshield.ai']",1176
2025-12-03 17:55:58,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['contact.zeroshield.ai', 'contacts.zeroshield.ai', 'content.zeroshield.ai', 'control.zeroshield.ai']",1177
2025-12-03 17:55:59,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['controlp.zeroshield.ai', 'controlpanel.zeroshield.ai', 'corp.zeroshield.ai', 'corporate.zeroshield.ai']",1178
2025-12-03 17:55:59,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['correoweb.zeroshield.ai', 'cp.zeroshield.ai', 'cpanel.zeroshield.ai', 'crm.zeroshield.ai']",1179
2025-12-03 17:55:59,sflib,STATUS,Fetched https://crt.sh/?d=21572953877 (1797 bytes in 1.9690024852752686s),1180
2025-12-03 17:55:59,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['css.zeroshield.ai', 'customers.zeroshield.ai', 'cvs.zeroshield.ai', 'd.zeroshield.ai']",1181
2025-12-03 17:55:59,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['data.zeroshield.ai', 'database.zeroshield.ai', 'db.zeroshield.ai', 'db1.zeroshield.ai']",1182
2025-12-03 17:55:59,sflib,STATUS,Fetched https://zeroshieldaifiles.s3.amazonaws.com (327 bytes in 2.055802583694458s),1183
2025-12-03 17:55:59,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaifiles.s3.amazonaws.com,1184
2025-12-03 17:55:59,sflib,ERROR,Error processing date in certificate: Invalid format string,1185
2025-12-03 17:55:59,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21574540314 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1186
2025-12-03 17:55:59,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['dbadmin.zeroshield.ai', 'dbs.zeroshield.ai', 'dc.zeroshield.ai', 'de.zeroshield.ai']",1187
2025-12-03 17:56:00,sfp__stor_db,DEBUG,Storing an event: SSL_CERTIFICATE_RAW,1188
2025-12-03 17:56:00,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['demo.zeroshield.ai', 'demo2.zeroshield.ai', 'demon.zeroshield.ai', 'demostration.zeroshield.ai']",1189
2025-12-03 17:56:00,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['design.zeroshield.ai', 'desktop.zeroshield.ai', 'dev.zeroshield.ai', 'dev01.zeroshield.ai']",1190
2025-12-03 17:56:00,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['dev2.zeroshield.ai', 'devel.zeroshield.ai', 'developers.zeroshield.ai', 'development.zeroshield.ai']",1191
2025-12-03 17:56:00,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['diana.zeroshield.ai', 'direct.zeroshield.ai', 'directory.zeroshield.ai', 'dl.zeroshield.ai']",1192
2025-12-03 17:56:00,sflib,STATUS,Fetched https://zeroshieldaispace.s3.amazonaws.com (319 bytes in 3.089398145675659s),1193
2025-12-03 17:56:00,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaispace.s3.amazonaws.com,1194
2025-12-03 17:56:00,sflib,STATUS,Fetched https://zeroshieldaicontent.s3.amazonaws.com (341 bytes in 3.1070854663848877s),1195
2025-12-03 17:56:00,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaicontent.s3.amazonaws.com,1196
2025-12-03 17:56:00,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['dns.zeroshield.ai', 'dns1.zeroshield.ai', 'dns2.zeroshield.ai', 'dns3.zeroshield.ai']",1197
2025-12-03 17:56:01,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['doc.zeroshield.ai', 'docs.zeroshield.ai', 'domain.zeroshield.ai', 'domain-controller.zeroshield.ai']",1198
2025-12-03 17:56:01,sflib,STATUS,Fetched https://crt.sh/?d=21574540314 (2126 bytes in 1.3319761753082275s),1199
2025-12-03 17:56:01,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaidata.s3.amazonaws.com,1200
2025-12-03 17:56:01,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaiprod.s3.amazonaws.com,1201
2025-12-03 17:56:01,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaistaging.s3.amazonaws.com,1202
2025-12-03 17:56:01,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['domaincontrol.zeroshield.ai', 'domaincontroller.zeroshield.ai', 'domaincontrolpanel.zeroshield.ai', 'domainmanagement.zeroshield.ai']",1203
2025-12-03 17:56:01,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['download.zeroshield.ai', 'downloads.zeroshield.ai', 'drupal.zeroshield.ai', 'e.zeroshield.ai']",1204
2025-12-03 17:56:01,sflib,ERROR,Error processing date in certificate: Invalid format string,1205
2025-12-03 17:56:01,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21603874848 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1206
2025-12-03 17:56:01,sfp__stor_db,DEBUG,Storing an event: SSL_CERTIFICATE_RAW,1207
2025-12-03 17:56:01,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['echo.zeroshield.ai', 'ecommerce.zeroshield.ai', 'edu.zeroshield.ai', 'ektron.zeroshield.ai']",1208
2025-12-03 17:56:02,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['email.zeroshield.ai', 'en.zeroshield.ai', 'eng.zeroshield.ai', 'english.zeroshield.ai']",1209
2025-12-03 17:56:02,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['enterpriseregistration.zeroshield.ai', 'erp.zeroshield.ai', 'es.zeroshield.ai', 'event.zeroshield.ai']",1210
2025-12-03 17:56:02,sflib,STATUS,Fetched https://zeroshieldaidata.s3.amazonaws.com (306 bytes in 1.1641972064971924s),1211
2025-12-03 17:56:02,sflib,STATUS,Fetched https://zeroshieldaiprod.s3.amazonaws.com (338 bytes in 1.1646912097930908s),1212
2025-12-03 17:56:02,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaidata.s3.amazonaws.com,1213
2025-12-03 17:56:02,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaiprod.s3.amazonaws.com,1214
2025-12-03 17:56:02,sfp_dnsbrute,STATUS,Found a brute-forced host: enterpriseregistration.zeroshield.ai,1215
2025-12-03 17:56:02,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['ex.zeroshield.ai', 'example.zeroshield.ai', 'examples.zeroshield.ai', 'exchange.zeroshield.ai']",1216
2025-12-03 17:56:02,sflib,STATUS,Fetched https://crt.sh/?d=21603874848 (989 bytes in 0.9095668792724609s),1217
2025-12-03 17:56:02,sfp__stor_db,DEBUG,Storing an event: INTERNET_NAME,1218
2025-12-03 17:56:02,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['extranet.zeroshield.ai', 'f.zeroshield.ai', 'facebook.zeroshield.ai', 'faq.zeroshield.ai']",1219
2025-12-03 17:56:02,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['fb.zeroshield.ai', 'feedback.zeroshield.ai', 'feeds.zeroshield.ai', 'file.zeroshield.ai']",1220
2025-12-03 17:56:03,sflib,STATUS,Fetched https://zeroshieldaistaging.s3.amazonaws.com (341 bytes in 1.8255281448364258s),1221
2025-12-03 17:56:03,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaistaging.s3.amazonaws.com,1222
2025-12-03 17:56:03,sflib,ERROR,Error processing date in certificate: Invalid format string,1223
2025-12-03 17:56:03,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21614644005 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1224
2025-12-03 17:56:03,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['fileserver.zeroshield.ai', 'finance.zeroshield.ai', 'firewall.zeroshield.ai', 'folders.zeroshield.ai']",1225
2025-12-03 17:56:03,sfp__stor_db,DEBUG,Storing an event: SSL_CERTIFICATE_RAW,1226
2025-12-03 17:56:03,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['foro.zeroshield.ai', 'foros.zeroshield.ai', 'forum.zeroshield.ai', 'forums.zeroshield.ai']",1227
2025-12-03 17:56:03,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaiproduction.s3.amazonaws.com,1228
2025-12-03 17:56:03,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaistage.s3.amazonaws.com,1229
2025-12-03 17:56:03,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaiapp.s3.amazonaws.com,1230
2025-12-03 17:56:03,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['fr.zeroshield.ai', 'free.zeroshield.ai', 'freebsd.zeroshield.ai', 'fs.zeroshield.ai']",1231
2025-12-03 17:56:03,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['ftp1.zeroshield.ai', 'ftp2.zeroshield.ai', 'ftpadmin.zeroshield.ai', 'ftpd.zeroshield.ai']",1232
2025-12-03 17:56:04,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['g.zeroshield.ai', 'galeria.zeroshield.ai', 'gallery.zeroshield.ai', 'game.zeroshield.ai']",1233
2025-12-03 17:56:04,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['gate.zeroshield.ai', 'gateway.zeroshield.ai', 'gilford.zeroshield.ai', 'gis.zeroshield.ai']",1234
2025-12-03 17:56:04,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['gmail.zeroshield.ai', 'go.zeroshield.ai', 'google.zeroshield.ai', 'groups.zeroshield.ai']",1235
2025-12-03 17:56:04,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['gu.zeroshield.ai', 'guest.zeroshield.ai', 'guia.zeroshield.ai', 'guide.zeroshield.ai']",1236
2025-12-03 17:56:04,sflib,STATUS,Fetched https://zeroshieldaistage.s3.amazonaws.com (339 bytes in 1.1646778583526611s),1237
2025-12-03 17:56:04,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaistage.s3.amazonaws.com,1238
2025-12-03 17:56:04,sflib,STATUS,Fetched https://zeroshieldaiapp.s3.amazonaws.com (337 bytes in 1.1877129077911377s),1239
2025-12-03 17:56:04,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaiapp.s3.amazonaws.com,1240
2025-12-03 17:56:04,sflib,STATUS,Fetched https://zeroshieldaiproduction.s3.amazonaws.com (324 bytes in 1.196223497390747s),1241
2025-12-03 17:56:04,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldaiproduction.s3.amazonaws.com,1242
2025-12-03 17:56:04,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['health.zeroshield.ai', 'help.zeroshield.ai', 'helpdesk.zeroshield.ai', 'hera.zeroshield.ai']",1243
2025-12-03 17:56:04,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['hercules.zeroshield.ai', 'hermes.zeroshield.ai', 'home.zeroshield.ai', 'homer.zeroshield.ai']",1244
2025-12-03 17:56:05,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaimedia.s3.amazonaws.com,1245
2025-12-03 17:56:05,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldaidevelopment.s3.amazonaws.com,1246
2025-12-03 17:56:05,sfp_s3bucket,STATUS,Spawning thread to check bucket: https://zeroshieldai-test.s3.amazonaws.com,1247
2025-12-03 17:56:05,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['host2.zeroshield.ai', 'hosting.zeroshield.ai', 'hotspot.zeroshield.ai', 'hr.zeroshield.ai']",1248
2025-12-03 17:56:05,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['i.zeroshield.ai', 'id.zeroshield.ai', 'idp.zeroshield.ai', 'im.zeroshield.ai']",1249
2025-12-03 17:56:05,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['images.zeroshield.ai', 'images1.zeroshield.ai', 'images2.zeroshield.ai', 'images3.zeroshield.ai']",1250
2025-12-03 17:56:05,sflib,STATUS,Fetched https://crt.sh/?d=21614644005 (1318 bytes in 2.452374219894409s),1251
2025-12-03 17:56:05,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['images5.zeroshield.ai', 'images6.zeroshield.ai', 'images7.zeroshield.ai', 'images8.zeroshield.ai']",1252
2025-12-03 17:56:05,sfp_dnsbrute,STATUS,"Spawning threads to check hosts: ['imap.zeroshield.ai', 'imap3.zeroshield.ai', 'imap3d.zeroshield.ai', 'imapd.zeroshield.ai']",1253
2025-12-03 17:56:06,sflib,ERROR,Error processing date in certificate: Invalid format string,1254
2025-12-03 17:56:06,sflib,STATUS,"Fetching (GET): https://crt.sh/?d=21539576999 (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=30, cookies=None)",1255
2025-12-03 17:56:06,sflib,STATUS,Fetched https://zeroshieldai-test.s3.amazonaws.com (307 bytes in 1.0585739612579346s),1256
2025-12-03 17:56:06,sfp_s3bucket,DEBUG,Not a valid bucket: https://zeroshieldai-test.s3.amazonaws.com,1257
